year,genre,country
2019,Drama,India
2019,Drama,Turkey
2019,Comedy,Colombia
2007,"Comedy, Drama, Horror",United States
1972,Action,Hong Kong
2009,Drama,India
2009,Drama,France
2008,"Biography, Drama, Romance",Finland
1990,Drama,Egypt
2008,"Comedy, Family, Musical",Finland
2008,"Drama, Romance","Germany, France, Kyrgyzstan"
2007,"Action, Crime, Drama",Russia
2008,"Action, Sport, Thriller",Germany
2008,"Action, Crime, Drama",United Kingdom
2008,Sci-Fi,United States
2014,"Action, Adventure, Fantasy","United States, Bulgaria, Germany"
2008,"Animation, Family",United Kingdom
2008,Drama,Canada
2020,"Horror, Mystery, Thriller",United States
2009,"Romance, Thriller",United States
2008,Drama,United States
2007,Horror,United Kingdom
2010,"Drama, Sci-Fi, Thriller",Spain
2007,"Crime, Drama, Thriller","Portugal, Brazil"
2008,"Action, Drama, Mystery",United States
2007,"Animation, Action, Adventure",Japan
2009,"Action, Crime, Horror",United States
2019,"Drama, History",South Korea
2007,"Action, Drama, Romance",India
2009,"Animation, Comedy","France, Germany"
2007,Drama,France
2008,"Drama, Romance, Sport","Australia, Japan, United States"
2019,"Comedy, Drama",India
2008,Drama,"Germany, Israel"
2007,"Action, Adventure, Comedy",Japan
2019,Drama,Canada
2020,"Comedy, Drama, Romance",Turkey
2020,"Comedy, Drama",France
2019,Musical,United Kingdom
2019,"Crime, Drama, Thriller",United States
2019,"Action, Biography, Drama",Egypt
2019,"Animation, Action, Crime",Japan
2019,Thriller,India
2019,"Drama, Mystery, Thriller",Pakistan
2019,Drama,"France, South Korea"
2019,Comedy,Egypt
2019,"Comedy, Crime",South Korea
2019,"Action, Comedy",Turkey
2019,"Drama, Romance",South Korea
2020,Comedy,Finland
2020,"Drama, Fantasy",United States
2019,"Drama, Romance",China
2019,Romance,India
2019,"Comedy, Drama",India
2019,Drama,"Romania, Serbia"
2020,"Drama, History",
2008,"Drama, Horror, Thriller",United States
2012,"Comedy, Drama, Romance",United States
2008,"Comedy, Drama, Romance",United Kingdom
2011,"Action, Adventure, Sci-Fi",United States
2020,"Action, Crime, Thriller",France
2020,Drama,"France, Belgium"
2009,"Biography, Comedy, Crime","France, United States"
2009,Comedy,United States
2007,"Comedy, Drama",Indonesia
2007,"Crime, Thriller",Hong Kong
2005,"Comedy, Drama",Indonesia
2006,"Drama, Family",Indonesia
2006,Drama,India
2008,"Comedy, Romance",United States
2011,"Drama, Romance","United States, Russia"
2009,"Action, Adventure, Sci-Fi","United States, Czech Republic"
2020,Thriller,United States
2007,"Action, Comedy, Crime",Chile
2007,"Comedy, Romance",United States
2007,"Comedy, Drama, Fantasy",Russia
2020,"Horror, Mystery, Thriller",India
2019,"Action, Thriller",India
2019,Drama,India
2007,Horror,"United States, Romania"
2009,"Drama, Horror, Thriller",United States
2008,"Drama, Romance",United States
2007,"Drama, Fantasy, Romance",Indonesia
2007,Comedy,Indonesia
2008,"Action, Drama, War","Italy, United States"
2009,Comedy,United States
2020,Comedy,Turkey
2019,"Animation, Drama, Family",Japan
2008,"Action, Drama, Thriller","Brazil, United States"
2010,"Drama, Horror",United States
2007,"Drama, History",India
2007,Drama,Poland
2009,"Comedy, Fantasy, Horror",United States
2008,"Comedy, Drama, Romance",United States
2006,Comedy,Italy
2007,"Crime, Drama, Thriller",India
2012,"Comedy, Family",United States
2006,Horror,Indonesia
2019,"Animation, Drama, Family",Japan
2008,"Crime, Drama, Thriller",United States
2007,"Drama, Romance",Russia
2008,Comedy,Spain
2007,"Action, Fantasy, Sci-Fi",Philippines
2019,Comedy,Italy
2020,Comedy,Italy
2008,Drama,Canada
2007,"Drama, Romance",South Korea
2007,"Adventure, Comedy, Family",Belgium
2008,"Biography, Drama","France, Belgium"
2007,"Drama, Romance","South Africa, United Kingdom"
2019,"Horror, Mystery, Thriller","United States, New Zealand"
2020,"Comedy, Drama",United Kingdom
2019,"Comedy, Romance",Russia
2019,"Action, Horror",United Kingdom
2019,Drama,China
2019,Comedy,Iran
2019,"Comedy, Drama",Iran
2019,"Drama, Mystery, Romance",China
2020,Comedy,Italy
2010,"Biography, Drama, Romance",United States
2008,"Comedy, Drama, Romance","United Kingdom, United States, India"
2012,"Animation, Biography",United States
2009,"Animation, Adventure, Comedy",United States
2019,"Drama, Family",Indonesia
2019,"Drama, Family, Romance",Thailand
2019,"Drama, Romance",Indonesia
2019,"Action, Adventure, Thriller",Egypt
2019,"Action, Thriller",Egypt
2019,"Mystery, Thriller",United Kingdom
2008,"Comedy, Fantasy, Musical",Mexico
2008,"Crime, Drama, Mystery",United States
2009,Horror,United States
2009,Comedy,United Kingdom
2007,Drama,Kyrgyzstan
2008,"Action, Comedy, Horror","Japan, United States"
2007,"Drama, Horror",United States
2007,Comedy,Italy
2007,"Crime, Drama",Portugal
2019,"Action, Adventure, Drama",Egypt
2019,Comedy,India
2019,War,Russia
2019,Drama,Sweden
2019,"Drama, Sport",India
2006,"Comedy, Drama",Egypt
2007,"Comedy, Romance",Dominican Republic
2008,"Animation, Adventure, Comedy","India, United States"
2019,"Mystery, Thriller",Kuwait
2020,"Action, Adventure, Fantasy",China
2020,"Crime, Drama, Horror",United States
2019,"Action, Drama, History","South Korea, United States"
2009,"Comedy, Horror, Sport",United States
2009,Comedy,United States
2001,Drama,India
2010,Horror,United States
2007,"Sci-Fi, Thriller",United States
2008,Drama,"Japan, Taiwan"
2019,Comedy,Netherlands
2019,Horror,
2019,"Drama, Horror, Mystery",Egypt
2018,Horror,United States
2020,"Comedy, Crime",India
2019,Drama,Russia
2020,"Action, Drama, Thriller",
2019,"Drama, History",Romania
2010,Drama,United States
2019,"Comedy, Drama",Poland
2019,Drama,India
2015,"Adventure, Comedy, Family","United States, Australia"
2007,Drama,France
2020,"Horror, Mystery, Sci-Fi","Canada, Australia, United States"
2007,"Action, Crime, Drama",Turkey
2009,"Adventure, Drama",Japan
2019,"Comedy, Drama",India
2019,Comedy,Poland
2008,"Comedy, Romance","United States, Germany"
2009,"Comedy, Thriller",Canada
2008,"Horror, Thriller",United States
2019,"Fantasy, Horror, Musical",United States
2008,"Comedy, Romance",Hungary
2007,"Drama, War",Japan
2008,Comedy,France
2008,Biography,France
2020,Thriller,United States
2020,Thriller,United States
2019,"Action, Crime, Thriller",South Korea
2019,Sport,India
2019,"Comedy, Drama",France
2019,Adventure,Germany
2010,"Action, Sci-Fi, Thriller","United States, Canada"
2019,Romance,Lithuania
2019,"Crime, Drama","Bulgaria, Serbia"
2019,Comedy,"France, Belgium"
2011,Comedy,"United States, Canada"
2007,"Comedy, Romance",United States
2011,Drama,United States
2009,Action,"France, United States"
2009,"Horror, Mystery, Thriller","United States, Japan"
2007,Drama,New Zealand
2009,"Comedy, Crime, Drama",United States
2007,Drama,Hong Kong
2007,Thriller,Georgia
2009,"Biography, Drama",United States
2019,"Drama, History",Indonesia
2003,Drama,China
2020,"Action, Comedy, Family",United States
1995,Drama,China
2008,Drama,Norway
2009,"Horror, Mystery, Thriller","Italy, Spain, Ireland"
2008,Thriller,Denmark
2008,Horror,Norway
2008,"Comedy, Crime, Drama",Norway
2008,Thriller,"Brazil, China, Hong Kong, Japan"
2009,"Action, Drama, History",Japan
2019,"Crime, Mystery, Thriller",Hong Kong
2019,Drama,"France, Belgium"
2019,"Crime, Drama, Thriller",India
2009,"Biography, Drama","United Kingdom, Germany, Austria, France"
2008,"Biography, Drama","Canada, United States"
2009,"Adventure, Comedy, Fantasy","United Kingdom, France, Canada"
2010,Comedy,United States
2008,Drama,"Italy, Brazil"
2010,"Comedy, Drama",Brazil
2020,Comedy,Turkey
2019,"Action, Horror, Thriller",South Korea
2019,"Action, Adventure, Comedy",United States
2019,"Biography, Drama, History",China
2019,Drama,Japan
2019,"Comedy, Drama","Hong Kong, China"
2019,"Drama, Romance",Indonesia
2019,"Comedy, Romance",India
2010,"Comedy, Drama, Romance",United States
2008,"Action, Drama, Fantasy","China, Hong Kong, Singapore"
2020,"Horror, Thriller",United States
2010,"Fantasy, Horror",United States
2009,"Comedy, Drama, Romance",Canada
2009,"Action, Adventure, Sci-Fi",United States
2019,"Comedy, Romance",Philippines
2019,"Drama, Thriller",India
2020,"Comedy, Drama, Romance",Germany
2019,Romance,United States
2009,"Horror, Thriller",United States
2008,Drama,Italy
2008,"Drama, Horror",Japan
1983,Drama,Egypt
2008,Drama,"Romania, France"
1984,"Action, Drama, Thriller",Egypt
2019,"Drama, Horror",United States
2008,"Crime, Drama, Thriller",United States
2008,"Comedy, Horror, Sci-Fi",Spain
2008,Drama,Spain
2008,Comedy,France
2008,"Comedy, Drama, Family",Japan
2008,"Animation, Action, Adventure",Japan
2008,"Comedy, Drama, Romance",United States
2019,"Drama, Romance",China
2008,"Horror, Sci-Fi, Thriller","France, Argentina"
2008,Drama,Argentina
2007,Comedy,Italy
2009,Drama,United States
2007,"Comedy, Family",Norway
2019,Thriller,India
2009,"Biography, Drama, History",United States
2009,Comedy,United States
2009,Horror,United States
2008,"Comedy, Drama",United Kingdom
2009,"Drama, Romance","France, China, Hungary"
2019,"Biography, Drama",Turkey
2019,Comedy,United States
2007,"Crime, Horror",Thailand
2009,"Comedy, Fantasy, Romance",United States
2007,Drama,Brazil
2019,"Horror, Sci-Fi",United States
1986,"Action, Drama, Thriller","Egypt, Saudi Arabia"
2020,Drama,
2019,"Comedy, Drama",Czech Republic
2019,Drama,"China, Hong Kong"
2019,Horror,India
2007,Drama,"Portugal, Thailand"
2008,"Action, Adventure, Family",Germany
2008,Drama,Germany
2008,Drama,Finland
2008,Comedy,United States
2007,Drama,Sri Lanka
2008,"Animation, Adventure, Comedy","Spain, Argentina"
2019,"Crime, Drama, Horror",Japan
2020,"Horror, Sci-Fi, Thriller",United Kingdom
2020,"Action, Crime, Drama",Poland
2007,"Biography, Drama, History",South Korea
2019,Romance,India
2009,Drama,"New Zealand, Germany"
2019,Drama,India
2006,"Comedy, Crime, Drama",Lithuania
2012,Comedy,United States
2020,"Action, Crime, Drama",India
2019,"Comedy, Drama, Romance",Japan
2008,"Comedy, Fantasy",United States
2008,"Action, Mystery, Thriller","United States, Germany"
2007,"Comedy, Drama, Romance",United Kingdom
2019,Drama,Romania
2007,Horror,United States
2012,"Action, Crime, Thriller",United States
2011,"Action, Comedy",United States
2007,Comedy,Egypt
2007,"Comedy, Drama",Brazil
2009,"Drama, Romance",United States
2006,"Drama, Romance",Indonesia
2006,"Animation, Action, Comedy",Japan
2010,"Comedy, Drama",South Africa
2008,"Comedy, Family, Sport",United States
2019,Drama,India
2008,"Drama, Thriller",France
2008,Drama,Spain
2008,"Action, Adventure, Fantasy",India
2008,"Crime, Thriller",Australia
2008,"Action, Crime, Drama",Japan
2019,"Drama, Family",Netherlands
2008,"Action, Adventure, Horror",United States
2019,Thriller,"Brazil, France, Germany"
2019,Horror,Turkey
2019,Comedy,India
2019,"Comedy, Horror",United States
2019,Comedy,Brazil
2019,Drama,United States
2019,Comedy,United Kingdom
2020,Comedy,Finland
2020,"Action, Drama, Horror",South Korea
2019,"Animation, Action, Adventure",Japan
2019,"Animation, Action, Sci-Fi",Japan
2019,"Drama, Romance",Vietnam
2019,"Comedy, Drama, Romance",Brazil
2019,"Comedy, Drama","India, Pakistan, United Kingdom"
2020,"Comedy, Drama","France, Belgium"
2019,"Animation, Action, Adventure",China
2019,Comedy,Brazil
2019,Drama,United States
2019,"Comedy, Drama",Japan
2007,Comedy,Poland
2007,"Adventure, Drama, History",United States
2008,"Horror, Mystery, Thriller",United States
2010,Drama,United States
2010,"Action, Drama",United States
2009,Thriller,United States
2019,Mystery,Canada
2020,Drama,United States
2019,Drama,India
2008,"Drama, Thriller","Germany, France"
2007,Drama,France
2019,Comedy,Philippines
2019,Thriller,India
2019,"Action, Drama",India
2019,"Comedy, Drama, Romance",Vietnam
2007,"Drama, Romance","Israel, France"
2020,"Comedy, Drama",Indonesia
2019,"Drama, Romance",Indonesia
2020,"Action, Drama, Thriller",India
2019,"Comedy, Drama, Romance",Indonesia
2019,Horror,Indonesia
2019,Horror,United Kingdom
2008,"Horror, Thriller",Australia
2006,Drama,China
2008,"Action, Horror, Thriller",United States
2020,"Action, Crime, Thriller",Brazil
2019,"Action, Comedy",South Korea
2008,"Comedy, Drama, War",France
2008,Drama,"Argentina, France"
2008,"Comedy, Drama","Iceland, France"
2007,Drama,Turkey
2008,"Comedy, Romance",France
2007,Drama,"Canada, France"
2008,Drama,France
2008,Horror,South Korea
2007,Drama,Serbia
2008,"Comedy, Crime",France
2008,"Comedy, Romance",France
2008,Drama,France
2020,"Drama, Romance",Japan
2008,"Horror, Thriller",United States
2014,Drama,United States
2007,Animation,India
2007,Comedy,Canada
2009,Drama,United States
2019,Thriller,India
2009,Drama,United Kingdom
2019,Drama,Germany
2008,"Comedy, Drama","Chile, Mexico"
2008,"Comedy, Family",Canada
2007,Comedy,Italy
2008,Drama,Denmark
2007,Comedy,Italy
2008,"Comedy, Drama",France
2019,"Crime, Drama, Thriller",Lithuania
2008,"Drama, Romance",France
2019,"Horror, Mystery, Thriller",Indonesia
2019,"Adventure, Comedy",Indonesia
2019,"Comedy, Drama","Indonesia, South Korea"
2020,Comedy,France
2019,Horror,Turkey
2019,Horror,Turkey
2007,Horror,United States
2019,"Drama, Thriller",Poland
2019,"Drama, Romance",Philippines
2019,Comedy,Slovakia
2007,"Comedy, Horror",United States
2008,Horror,United States
2007,"Action, Drama, Horror",United States
2008,Comedy,United States
2008,"Comedy, Drama, Fantasy",Japan
2009,"Drama, Thriller",United Kingdom
2009,"Animation, Drama, Family",United States
2007,"Horror, Thriller",United States
2019,Thriller,India
2007,Drama,"Indonesia, France, Netherlands, Sweden, Switzerland"
2020,Horror,United States
2019,Horror,United States
2011,"Drama, Romance",United States
2019,Drama,India
2019,"Comedy, Drama, Romance",Pakistan
2008,"Comedy, Drama, Romance",Sweden
2013,"Comedy, Drama",United States
2013,"Action, Adventure, Horror",United States
2011,"Adventure, Comedy, Family","Hungary, United States, France"
1999,"Animation, Adventure, Crime",Japan
2019,"Drama, Thriller",United States
2020,"Action, Drama",India
2011,"Comedy, Drama, Music",United States
2019,"Comedy, Romance",India
2004,"Adventure, Drama",Russia
2008,"Comedy, Musical",France
2008,"Crime, Drama, Romance","United States, Mexico, Argentina"
2007,Drama,Japan
2008,Drama,France
2008,Drama,"France, Germany"
2007,Drama,Brazil
2008,Drama,"France, Lebanon"
2008,"Drama, Romance","France, Belgium"
2007,"Action, Drama, Romance",Iran
2008,"Biography, Drama, Music",United Kingdom
2008,"Fantasy, Mystery, Romance",France
2008,"Comedy, Crime",France
2009,"Drama, Romance",United States
2008,"Comedy, Romance","United States, United Kingdom"
2019,Animation,"Hong Kong, China"
2007,"Crime, Horror, Mystery",Canada
2013,Thriller,United States
2007,Drama,Pakistan
2011,Horror,United States
2010,"Comedy, Drama",Brazil
2007,Drama,Turkey
2007,"Animation, Adventure, Comedy","Argentina, Italy"
2020,"Drama, Mystery, Thriller",India
2008,Drama,Canada
2008,"Comedy, Romance","Switzerland, Germany"
2008,"Drama, Music",Japan
2010,"Comedy, Romance","Venezuela, Cuba, France"
2005,"Adventure, Comedy, Drama",India
2009,"Action, Adventure",Russia
2008,Drama,Turkey
2020,"Drama, Thriller",India
2020,Comedy,India
2020,Horror,United States
2019,"Drama, Musical, Romance",Pakistan
2020,Thriller,"Germany, United States"
2019,"Comedy, Crime, Drama",Egypt
2019,Horror,Indonesia
2020,Comedy,Netherlands
2019,"Drama, Romance, War","South Africa, United Kingdom"
2019,Comedy,United Kingdom
2019,Drama,China
2019,Romance,India
2007,Horror,Thailand
2010,Comedy,United States
2005,"Action, Comedy, Fantasy",Russia
2008,Drama,United States
2007,"Drama, Thriller",Thailand
2008,"Horror, Thriller","United States, Canada"
2009,"Crime, Drama, Romance",United States
2019,"Action, Drama, Thriller",India
2019,"Action, Comedy, Drama",India
2020,Comedy,Germany
2019,Biography,Greece
2019,Comedy,India
2008,Thriller,Netherlands
2008,"Crime, Drama, Horror",Spain
2010,"Comedy, Romance",Brazil
2008,"Crime, Drama",Italy
2008,"Crime, Drama","Estonia, Finland, Taiwan"
2019,"Drama, Sport",United States
2019,"Drama, Family",South Korea
2020,"Comedy, Drama, Family",United States
2019,Comedy,France
2019,"Drama, History, War",Georgia
2020,"Crime, Mystery, Thriller",India
2007,Drama,Italy
2007,Drama,India
2008,"Action, Comedy, Crime",South Korea
2009,"Action, Drama, Fantasy",United States
2012,"Animation, Action, Fantasy",United States
2006,"Animation, Action, Adventure",Japan
2011,"Action, Fantasy, Thriller","United States, United Arab Emirates"
2008,"Horror, Thriller",United States
2010,"Comedy, Romance",United States
2008,"Action, Crime, Drama",United Kingdom
2008,Comedy,United States
2009,Drama,United States
2009,"Drama, Romance",United States
2019,"Action, Crime, Thriller",South Korea
2019,"Comedy, Drama",Indonesia
2018,"Biography, Drama, Fantasy","Australia, United States"
2020,"Drama, Music",Chile
2007,"Drama, Sci-Fi",India
2006,"Action, Adventure, Fantasy",Spain
2009,"Adventure, Horror, Thriller","United Kingdom, France"
1961,"Adventure, Romance, Thriller",India
2005,"Drama, Horror, Thriller",Japan
2020,"Comedy, Drama, Romance","Brazil, Mexico"
2019,Drama,India
2007,Western,United States
2001,"Animation, Action, Crime",Japan
2011,Horror,United Kingdom
2008,"Crime, Drama, Mystery",United States
2007,Horror,Italy
2010,"Comedy, Romance",United States
2008,"Action, Horror",United States
2019,"Animation, Action, Adventure",China
2008,Comedy,United States
2019,"Drama, Thriller",India
2008,"Drama, Romance",France
2020,Comedy,"United Kingdomraine, United States, Canada"
2008,"Biography, Drama","Italy, France"
2008,"Comedy, Sport",Italy
2008,Comedy,Italy
2008,"Drama, Thriller",Italy
2008,Drama,"Sweden, Denmark"
2008,"Comedy, Musical",Germany
2008,Crime,Romania
2019,"Biography, Drama",Brazil
2020,Horror,United States
2008,"Crime, Drama, Mystery",United States
2007,"Comedy, Romance",Indonesia
2008,Romance,Italy
2009,Comedy,United States
2019,Horror,Turkey
2012,"Action, Adventure, Thriller","United Kingdom, United States, Turkey"
2008,Thriller,United Kingdom
2008,"Drama, Horror, Thriller",United States
2020,Comedy,France
2019,Romance,Japan
2008,"Drama, Romance",Canada
2007,"Mystery, Thriller",United States
2019,Drama,"Tunisia, France, Lebanon, Qatar"
2019,Drama,United Kingdomraine
2019,"Action, Adventure, Comedy",Egypt
2020,"Action, Drama",India
2009,"Comedy, Drama","Belgium, Netherlands"
2008,Comedy,France
2009,"Drama, Horror, Mystery","France, Italy, Luxembourg, Belgium"
2008,"Comedy, Drama, Romance",Italy
2009,Comedy,"Canada, France"
2019,"Action, Drama",India
2009,"Action, Adventure, Family",United States
2009,"Action, Crime, Drama",Hong Kong
2019,"Horror, Mystery","Argentina, New Zealand, United Kingdom"
2010,"Action, Crime, Horror",Brazil
2008,Drama,"Israel, Germany, France, Canada, Belgium"
2010,"Action, Drama, Fantasy",United States
2009,"Comedy, Horror",Iceland
2019,"Musical, Romance",Turkey
2019,Comedy,Italy
2019,Comedy,Sweden
2007,Drama,Taiwan
2019,"Drama, Romance",South Korea
2019,Action,India
2019,Drama,Turkey
2019,Comedy,
2019,Music,United States
2019,"Drama, Horror, Thriller","Guatemala, France"
2019,"Drama, Thriller",Russia
2008,Drama,Canada
2008,Fantasy,United States
2019,Action,India
2019,"Comedy, Drama",India
2008,Comedy,Italy
2008,Drama,Spain
2008,Comedy,Japan
2007,"Crime, Fantasy, Horror",Turkey
2008,Drama,Japan
2008,Comedy,France
2019,"Comedy, Horror",United States
2007,"Horror, Mystery, Thriller",United States
2007,Comedy,"Poland, Germany"
2007,"Crime, Drama, Mystery",India
2008,"Comedy, Crime, Drama","Germany, Cyprus, Greece"
2008,Comedy,Germany
2007,"Action, Adventure, Comedy","United States, Mexico"
2009,"Crime, Drama","Germany, Israel, United Kingdom"
2007,"Animation, Fantasy",South Korea
2019,"Drama, Sport",India
2020,"Action, Comedy, Drama",India
2020,"Drama, Family",Indonesia
2007,"Drama, Romance",Canada
2007,"Action, Comedy, Crime",Argentina
2012,"Comedy, Fantasy, Horror","United States, Australia, United Kingdom"
2020,"Horror, Mystery, Thriller",Indonesia
2019,"Drama, Fantasy, Horror","Greece, United Kingdom"
2020,"Drama, Mystery, Thriller",India
2007,Drama,United Kingdom
2019,Comedy,Turkey
2019,"Comedy, Drama","Brazil, France"
2008,Drama,United States
2010,"Action, Crime, Drama",United States
2009,"Drama, Family",United States
2010,"Action, Horror, Thriller",United States
2008,"Crime, Drama, Thriller","Spain, Mexico"
2009,Comedy,United States
2009,"Adventure, Comedy, Family","United States, Canada"
2009,Western,United States
2007,"Crime, Horror, Thriller",United States
2019,Action,India
2009,"Comedy, Horror",United States
2009,Comedy,United States
2019,"Action, Adventure, Comedy","Russia, United Kingdomraine"
2012,"Action, Crime, Mystery",United States
2019,"Horror, Mystery, Thriller",United States
2009,"Action, Adventure, Fantasy",United States
2008,Comedy,United States
2007,Musical,Spain
2010,Drama,United States
2008,"Comedy, Drama",United States
2009,"Adventure, Comedy, Family",United States
2010,"Comedy, Drama",United States
2008,"Drama, Romance, War",United States
2008,"Comedy, Drama, Romance",United Kingdom
2009,"Animation, Adventure, Comedy",United States
2010,"Action, Comedy, Crime",Germany
2019,"Comedy, Romance",Poland
2019,"Horror, Thriller",South Korea
2020,"Drama, Romance",India
2020,"Comedy, Drama, Family",India
2019,Crime,India
2019,"Horror, Mystery",South Korea
2019,"Crime, Drama",Poland
2019,"Horror, Mystery, Thriller",Taiwan
2007,"Drama, Mystery, Thriller",India
2020,"Comedy, Drama, Romance",Turkey
2007,"Animation, Action, Adventure","Spain, Argentina"
2005,Drama,India
2019,Thriller,United States
2007,Drama,Denmark
2007,"Drama, Romance",Japan
2008,Drama,"Czech Republic, Poland, France"
2006,"Action, Comedy, Horror",Japan
2008,Romance,Portugal
2019,"Romance, Western",United States
2008,Drama,"Mexico, United States"
2008,"Comedy, Romance","Poland, United States"
2019,"Drama, Mystery",Iran
2019,Action,India
2020,Comedy,Italy
2020,Drama,Italy
2019,"Crime, Drama, Romance",India
2020,Horror,United States
2020,"Comedy, Romance, Sci-Fi",Russia
2007,"Drama, Romance",Bangladesh
2008,"Music, Romance","Portugal, France"
2009,"Comedy, Drama","Italy, France"
2008,"Action, Drama",United Kingdom
2008,"Crime, Drama",Canada
2009,"Action, Comedy",Belgium
2012,Drama,"Mexico, Spain"
2009,Comedy,Italy
2009,Drama,"France, Germany"
2007,"Drama, Romance",Philippines
2008,Comedy,France
2008,"Action, Comedy, Crime",Germany
2010,"Action, Crime, Drama",United Kingdom
2007,"Comedy, Romance",United States
2010,"Action, Crime, Thriller",United States
2008,"Horror, Thriller",United States
2009,"Action, Crime, Drama",United States
2016,"Horror, Thriller",United States
2007,Comedy,United States
2008,"Comedy, Drama, Romance",United States
2008,"Action, Adventure, Fantasy","United States, Spain"
2008,"Action, Drama, Sport",Australia
2007,Comedy,Russia
2008,"Comedy, Drama, Romance","United Kingdom, United States"
2019,Action,India
2007,Comedy,India
2008,Drama,United Kingdom
2015,"Biography, Comedy, Drama","United Kingdom, Germany, United States"
2009,"Comedy, Sport",United States
2011,Comedy,United States
2008,"Comedy, Drama, Romance",United States
2008,"Comedy, Family","Czech Republic, United States"
2019,"Action, Drama, History",India
2020,"Comedy, Romance",Poland
2019,"Comedy, Fantasy",Brazil
2006,Drama,Vietnam
2007,Drama,Iran
2007,"Action, Adventure, Comedy",India
2006,Drama,India
2007,"Action, Drama, Sport",Japan
2007,Drama,Bangladesh
2019,"Drama, Horror, Mystery",United States
2020,Horror,
2019,Drama,Philippines
2019,"Drama, Horror, Thriller",United Kingdom
2007,"Animation, Adventure, Comedy",Hungary
2008,"Action, Crime",United States
2008,"Comedy, Drama, Romance",Hungary
2008,Thriller,United States
2008,"Drama, Romance",United States
2019,Drama,"Lesotho, South Africa, Italy"
2009,"Comedy, Drama, Romance",United States
2009,"Action, Thriller",India
2020,"Action, Horror, Thriller",United States
2019,Comedy,Philippines
2019,"Drama, Romance",Mexico
2019,Drama,India
2007,"Drama, Romance",United States
2009,"Action, Adventure, Crime",United States
2007,"Drama, Music","Slovenia, Germany, Bosnia and Herzegovina, Republic of North Macedonia"
2006,Drama,Slovenia
2007,Drama,Venezuela
2014,"Action, Thriller","United States, United Kingdom"
2007,"Drama, Romance",Canada
2008,"Crime, Drama, Thriller",Australia
2009,Comedy,United States
2019,Drama,Philippines
2009,"Fantasy, Thriller",United States
2007,"Crime, Drama, Romance","France, Egypt"
2007,"Drama, Horror, Romance",India
2007,Thriller,Spain
2019,Drama,Turkey
2020,"Adventure, Comedy, Music","United States, Canada, Italy"
2008,Drama,Belgium
2008,"Drama, Romance, Thriller",United States
2007,Drama,Japan
2007,Drama,Japan
2007,Drama,Italy
2007,Horror,United States
2019,Drama,Norway
2007,"Comedy, Romance","Hong Kong, China"
2019,Drama,India
2014,"Comedy, Romance",United States
2008,"Animation, Family",United States
2008,Thriller,United States
2019,"Drama, Sport",Taiwan
2019,"Action, Crime, Thriller",India
2019,"Action, Crime, Drama",Taiwan
2007,"Action, Crime, Thriller","United States, Russia"
2009,Horror,Germany
2009,"Drama, Mystery",United States
2008,"Comedy, Drama",Canada
2008,Drama,Netherlands
2007,"Drama, Romance","Russia, United Kingdomraine"
2008,Comedy,Finland
2011,"Drama, Horror, Thriller",United States
2008,"Action, Crime, Mystery",United States
2008,"Action, Adventure, Comedy",United States
2009,Thriller,United States
2019,Drama,India
2008,Comedy,United States
2010,Crime,United States
2008,"Comedy, Drama, Romance","Switzerland, Germany, Austria"
2008,Drama,United States
2020,"Comedy, Romance",India
2008,Drama,Japan
2007,Comedy,Poland
2002,"Drama, Romance, Thriller",Iran
2008,Comedy,France
2007,"Action, Adventure",Russia
2008,"Action, Comedy",Germany
2008,"Animation, Comedy, Family","Denmark, Germany"
2007,"Horror, Mystery, Sci-Fi",France
2007,"Action, Horror, Thriller",United States
2008,"Comedy, Drama","France, Sweden"
2007,Drama,India
2008,"Comedy, Horror, Sport",Canada
2008,"Drama, Romance",India
2007,"Animation, Comedy, Family","Denmark, Norway, Latvia, Canada, Estonia"
2009,"Drama, Romance",Denmark
2008,Comedy,Italy
2009,"Adventure, Drama",Canada
2007,"Family, Mystery",Norway
2008,"Crime, Drama, Thriller",Denmark
2008,Drama,Belgium
2008,"Comedy, Horror","Luxembourg, Belgium, France"
2007,"Comedy, Drama",Argentina
2006,"Comedy, Crime, Drama",Austria
2008,"Crime, Drama","Hong Kong, China"
2020,Western,United States
2020,"Biography, Drama, History",France
2019,"Comedy, Drama, Romance",India
2019,Drama,Indonesia
2019,"Crime, Drama",Taiwan
2019,Comedy,India
2020,"Drama, Romance",Poland
2020,"Comedy, Drama, Romance",United States
2019,Drama,"Tunisia, Belgium, France, Qatar, Netherlands"
2019,Drama,Argentina
2020,"Action, Adventure, Comedy",United States
2007,"Comedy, Drama",Canada
2019,"Comedy, Drama, History",South Korea
2019,"Drama, Romance",India
2020,"Comedy, Drama",Russia
2019,Comedy,India
2019,"Drama, Romance",Philippines
2008,Sci-Fi,Japan
2019,History,India
2019,Drama,"Argentina, Uruguay"
2019,"Family, Romance",India
2019,"Drama, Sport",Australia
2007,Drama,"Argentina, Venezuela, Spain"
2006,"Comedy, Drama, Fantasy",Japan
2019,Thriller,India
2009,"Drama, Romance, Sport",United States
2006,"Comedy, Crime, Drama",Israel
2007,Drama,"Israel, Germany"
2007,Drama,Brazil
2019,Romance,India
2008,"Drama, Romance","Greece, United States, Belgium, Canada"
2009,"Action, Comedy, Drama",United Kingdom
2007,"Comedy, Crime, Drama","United States, Mexico"
2007,"Action, Drama, Romance",India
2008,"Horror, Thriller",United States
2009,"Comedy, Family",United States
2009,"Drama, Romance",United States
