year,genre,country
1966,"Comedy, Horror, Thriller",United States
1966,"Drama, War",France
1967,"Action, Adventure","Taiwan, Hong Kong"
1966,"Comedy, Drama, Romance",United States
1966,"Action, Drama, War",United States
1966,"Adventure, Comedy, Family",United States
1967,Western,"Italy, Spain"
1966,"Comedy, Romance",United States
1966,"Comedy, Crime, Mystery",France
1966,Drama,"United Kingdom, France"
1966,"Drama, History",Hungary
1966,"Crime, Drama","Austria, Italy, France, West Germany"
1966,"Crime, Drama","Italy, France"
1966,"Drama, Romance",India
1966,"Drama, Music",United States
1966,"Animation, Action, Adventure",United States
1966,"Comedy, Thriller",United States
1966,Drama,"Italy, France"
1966,"Biography, Drama, History",United Kingdom
1966,Horror,United States
1967,"Drama, History, Music",United Kingdom
1966,"Drama, Romance","France, Sweden"
1967,"Comedy, Sci-Fi, Thriller",Italy
1966,"Adventure, Family",United States
1966,"Drama, Musical, Mystery",India
1966,Western,"Italy, West Germany"
1966,"Comedy, Family",Denmark
1966,"Horror, Sci-Fi","France, Spain"
1966,"Action, Adventure, Crime","Italy, France, Spain"
1966,"Action, Adventure, Comedy",United Kingdom
1966,"Drama, Thriller",United States
1966,"Comedy, Drama, Fantasy",United Kingdom
1965,"Horror, Mystery, Thriller",Italy
1967,"Comedy, Fantasy, Music",Czech Republic
1966,Drama,Portugal
1966,Comedy,Cuba
1966,"Comedy, Family, Fantasy",United States
1966,"Action, Adventure, Comedy",United States
1966,"Comedy, Family",Denmark
1965,"Adventure, Drama, Thriller","South Africa, United States"
1966,"Adventure, Drama, Family",United States
1966,Drama,Sweden
1966,"Horror, Sci-Fi",United States
1966,Drama,India
1967,"Action, Adventure, Western",Russia
1966,"Adventure, Fantasy","West Germany, Yugoslavia"
1967,Adventure,"West Germany, Yugoslavia"
1966,"Action, Adventure, Crime",United States
1966,"Adventure, Western",United States
1966,Drama,"Senegal, France"
1966,Comedy,United States
1966,"Comedy, Drama",United States
1967,Drama,Czech Republic
1962,"Adventure, Family, Fantasy",Poland
1966,"Crime, Drama, Thriller","France, Italy"
1968,Western,"Italy, West Germany"
1966,"Adventure, Fantasy","United States, United Kingdom"
1966,"Adventure, Comedy, Crime",United States
1966,"Action, Adventure, Comedy",United States
1966,"Crime, Drama",Japan
1966,Drama,Japan
1966,"Adventure, Sci-Fi","Italy, Spain"
1966,"Horror, Mystery",Italy
1966,"Adventure, Comedy, Family",Yugoslavia
1966,Drama,United States
1966,"Comedy, Drama, Romance",Czech Republic
1966,Comedy,United States
1965,Comedy,"Italy, France, Spain"
1966,"Drama, History, War","France, United States"
1965,Drama,United Kingdom
1966,"Comedy, Crime",United States
1966,"Drama, Thriller",Sweden
1966,"Horror, Thriller",United States
1966,Horror,"United Kingdom, United States"
1966,"Action, Drama, Romance",United States
1966,"Comedy, Drama",West Germany
1965,"Drama, History, War",Poland
1966,"Action, Crime, Drama","France, Austria, United States"
1964,Drama,Poland
1966,Western,"Spain, Italy"
1966,Comedy,United Kingdom
1966,"Action, Adventure, Western",United States
1966,"Comedy, Romance",United Kingdom
1966,"Horror, Mystery, Thriller","United Kingdom, West Germany"
1966,"Crime, Horror, Mystery",United Kingdom
1966,"Drama, Mystery",Japan
1966,Drama,France
1966,"Horror, Sci-Fi",United States
1966,"Comedy, Drama",France
1966,"Crime, Drama, Mystery",United Kingdom
1966,"Drama, Thriller","Mexico, United States"
1966,"Action, Comedy, Drama",United States
1966,Drama,France
1966,Horror,"United Kingdom, United States"
1966,"Action, Western","Spain, United States"
1966,Western,United States
1966,"Action, Western","Italy, Spain"
1965,"Action, Drama, Romance","Italy, Spain"
1966,"Drama, Comedy, War","France, Italy"
1967,"Drama, Romance",Czech Republic
1966,"Drama, Music, Romance",United Kingdom
1966,"Drama, Romance",Yugoslavia
1966,"Comedy, War",United States
1966,"Animation, Adventure, Sci-Fi",Japan
1966,"Adventure, Drama, Romance",United States
1966,Comedy,United Kingdom
1967,"Action, Drama, Fantasy",Mexico
1965,"Adventure, Drama, Western","Spain, Argentina, United States"
1967,"Crime, Drama, Thriller",France
1973,"Action, Crime",United States
1966,"Sci-Fi, Thriller",United States
1966,"Thriller, Mystery","Italy, France, West Germany"
1966,Comedy,Czech Republic
1967,"Crime, Drama, Thriller",United States
1966,Western,"Italy, Spain"
1966,"Action, Adventure, Comedy",United States
1966,"Biography, Drama, Family",United States
1966,Comedy,Russia
1965,Comedy,Denmark
1966,Comedy,Italy
1966,Western,United States
1967,"Crime, Drama, Thriller","France, Italy"
1966,"Comedy, Horror, Thriller","United Kingdom, Italy"
1966,"Comedy, Crime, Fantasy",Italy
1966,"Adventure, Comedy, Sci-Fi","Italy, United States"
1966,"Comedy, Musical, Romance",United States
1966,"Comedy, Drama, Romance",East Germany
1967,"Action, Adventure, Comedy",United States
1966,Comedy,United Kingdom
1966,"Action, Adventure, Western",United States
1967,"Drama, Romance",Russia
1967,"Comedy, Crime",Czech Republic
1966,Musical,United Kingdom
1966,"Horror, Mystery",Italy
1967,"Comedy, Drama, Romance","Italy, France"
1967,"Comedy, Drama",Mexico
1966,"Comedy, Romance, Western","Italy, Spain"
1966,Drama,"Denmark, Norway, Sweden"
1965,"Action, Adventure, Drama","Italy, France"
1966,"Romance, Musical, Action",India
1966,Adventure,"Italy, France, Spain"
1966,"Crime, Drama","Italy, France"
1966,Comedy,United States
1966,"Drama, History, Romance",Sweden
1966,Drama,Poland
1966,Western,"East Germany, Yugoslavia"
1966,"Crime, Drama",Japan
1966,Horror,United States
1966,Adventure,"Switzerland, United States"
1979,"Adventure, Family, Fantasy",Japan
1966,Crime,United States
1967,Drama,United States
1966,"Comedy, Drama, Romance",India
1966,"Comedy, Musical, Mystery",India
1966,Western,Italy
1965,"Crime, Mystery, Thriller",United Kingdom
1966,Comedy,"France, Italy"
1966,"Comedy, Western",United States
1966,"Adventure, Romance, Western","Spain, United States"
1967,Drama,"Greece, France"
1966,Comedy,United Kingdom
1966,"Adventure, Comedy, Romance","Australia, United Kingdom"
1966,"Drama, Romance",United States
1966,"Comedy, Romance",United States
1966,"Animation, Action, Adventure",United Kingdom
1965,"Adventure, Crime, Comedy","France, Spain, Italy"
1966,Family,Sweden
1964,"Comedy, Adventure, Drama",United States
1966,Adventure,"Spain, Italy, France"
1966,"Drama, Romance, Thriller",United States
1966,"Comedy, Drama, Mystery","France, Belgium"
1966,"Adventure, Drama, Romance","United Kingdom, Canada"
1966,"Adventure, Family, Fantasy",Russia
1966,"Comedy, Family",United States
1965,Drama,"Israel, West Germany"
1966,"Comedy, Crime, Drama","United Kingdom, West Germany"
1966,"Comedy, Drama, Fantasy",Italy
1966,"Comedy, Family",United States
1966,Drama,Bolivia
1966,"Drama, Romance",France
1966,"Comedy, Horror",United States
1965,Western,"Italy, France"
1967,"Comedy, Drama",Hungary
1965,"Adventure, Western","West Germany, Italy, Spain, Bulgaria"
1964,Comedy,Italy
1966,Drama,Russia
1966,Drama,"France, West Germany"
1966,Drama,"France, Italy"
1966,"Crime, Drama",Czech Republic
1966,Western,United States
1966,"Comedy, Romance",United States
1966,"Comedy, Sci-Fi",United States
1966,"Comedy, War",United States
1966,"Adventure, Comedy, Crime","Japan, United States"
1967,Drama,United Kingdom
1967,Drama,United Kingdom
1966,Drama,United States
1966,"Action, Drama, Thriller",United States
1966,"Comedy, Sci-Fi",United States
1966,Drama,Russia
1966,"Western, Adventure","West Germany, Italy, Yugoslavia"
1966,"Western, Adventure","West Germany, Yugoslavia"
1966,"Action, Adventure, Romance",United States
1966,"Comedy, Crime",United Kingdom
1966,"Biography, Crime, Drama",Sweden
1965,"Fantasy, Horror",Japan
1966,"Comedy, Drama, Romance",United States
1966,"Drama, Music, Romance","Italy, Spain"
1966,Comedy,Sweden
1967,Western,Italy
1967,"Crime, Drama, Mystery",Italy
1967,"Comedy, Crime","Italy, France, West Germany"
1967,Drama,United Kingdom
1968,"Comedy, Drama",United States
1967,"Action, Adventure, Comedy",United States
1967,"Adventure, Western","United Kingdom, United States"
1967,"Action, Adventure, Thriller","Spain, Italy, West Germany"
1968,"Comedy, Drama",France
1968,Drama,United States
1967,"Drama, Music, Romance",Spain
1968,"Adventure, Romance","France, Italy, West Germany"
1967,"Drama, Romance",Russia
1967,Comedy,Italy
1967,"Animation, Action, Adventure","France, Belgium"
1968,"Comedy, Horror, Sci-Fi",Mexico
1967,"Adventure, Drama","France, Italy"
1967,"Adventure, Drama, History",Italy
1967,"Comedy, Western",United States
1967,Western,"Italy, West Germany, Yugoslavia"
1967,"Drama, Romance",United States
1967,"Comedy, Romance",United States
1967,"Sci-Fi, Thriller","United Kingdom, United States"
1967,"Drama, War",United States
1967,"Comedy, Fantasy, Romance",United Kingdom
1967,Drama,"France, Italy"
1967,"Action, Crime, Mystery","Italy, United States"
1967,"Horror, Mystery, Thriller",United Kingdom
1967,"Comedy, Action, Crime",United States
1967,Western,"Italy, France"
1967,"Crime, Thriller",United Kingdom
1967,"Action, Comedy, Drama",United States
1967,"Crime, Horror, Mystery",West Germany
1968,Horror,United Kingdom
1969,Horror,United States
1967,"Comedy, Romance","United Kingdom, United States"
1967,"Action, Biography, Crime",United States
1967,"Action, Drama, Thriller",United States
1966,"Drama, Family",United States
1967,Drama,Yugoslavia
1967,"Action, Western",Italy
1967,Comedy,United States
1969,"Adventure, Horror, Mystery","Spain, West Germany"
1967,"Comedy, Fantasy, Romance","Italy, France"
1967,"Adventure, Fantasy, Musical",United States
1967,"Drama, Thriller",South Africa
1967,"Comedy, Crime, Thriller",United States
1967,"Crime, Drama, Romance","West Germany, Yugoslavia, United States"
1967,Comedy,United Kingdom
1967,"Crime, Drama, Thriller","West Germany, Spain"
1967,Comedy,"United Kingdom, United States"
1969,"Comedy, Mystery, Thriller","West Germany, Spain"
1967,"Comedy, Musical, Mystery",United States
1966,Western,"Spain, Italy"
1966,Drama,United States
1967,"Comedy, Drama",France
1967,"Crime, Drama, Mystery",India
1967,Western,United States
1967,Drama,Italy
1967,"Comedy, Musical",United States
1967,"Drama, Mystery, Thriller","Italy, France"
1970,"Drama, Horror, Mystery",Spain
1967,"Comedy, Drama, Romance",France
1968,Western,Spain
1967,"Action, Adventure, Sci-Fi",Italy
1967,Drama,"France, Bermuda, United States"
1967,Comedy,United States
1967,"Crime, Drama",United States
1967,Comedy,United States
1967,"Crime, Drama",United Kingdom
1968,"Action, Crime, Sci-Fi","France, Italy, Turkey"
1968,Horror,United Kingdom
1967,"Comedy, Music",United States
1967,"Comedy, Romance",United Kingdom
1967,Drama,United States
1968,"Horror, Sci-Fi",United States
1968,Drama,Hungary
1967,"Drama, War","Hungary, Russia"
1966,Western,"Italy, Spain"
1967,"Action, Drama",Hong Kong
1967,"Action, Adventure, Comedy","South Korea, Japan"
1967,"Action, Adventure, Comedy",Japan
1967,"Comedy, Sci-Fi","Greece, United Kingdom, United States"
1967,"Crime, Drama, Mystery",United Kingdom
1966,"Drama, Horror, Mystery",United Kingdom
1968,"Drama, Fantasy",United States
1967,Western,"Italy, Spain"
1967,"Action, Crime, Drama",United States
1967,"Crime, Drama, Thriller","France, Italy, West Germany"
1967,"Comedy, Western","Italy, Spain"
1968,Western,Italy
1967,Western,"Italy, Spain"
1967,Western,"Italy, Spain"
1967,"Action, Adventure, War","United Kingdom, United States"
1967,Comedy,United States
1966,"Romance, Western",Italy
1967,"Adventure, Comedy, Family",United States
1967,"Comedy, Music, Romance",United States
1966,Western,"Italy, Spain"
1967,Comedy,United States
1968,Comedy,United Kingdom
1972,Sci-Fi,United States
1967,"Mystery, Thriller",United Kingdom
1967,"Comedy, Crime, Drama",United States
1967,"Action, Drama",Hong Kong
1965,Comedy,Italy
1967,"Drama, Romance, Comedy",Belgium
1967,"Adventure, Comedy, Music",United States
1968,Comedy,United States
1967,Drama,"Italy, Morocco"
1967,Comedy,United States
1967,"Drama, Romance, Western",United States
1967,"Biography, Drama, Romance",Sweden
1967,"Comedy, Romance",United States
1967,Drama,Canada
1964,"Comedy, Crime",Spain
1966,"Crime, Horror, Mystery",United Kingdom
1967,Western,"Italy, Spain"
1968,"Adventure, Fantasy",Mexico
1967,"Action, Adventure, Crime","Italy, France, West Germany, Yugoslavia"
1966,"Action, Adventure, Drama","United Kingdom, France, West Germany"
1967,"Drama, History, Romance",United Kingdom
1967,"Comedy, Music, Western",United States
1967,"Adventure, Comedy",United Kingdom
1967,"Fantasy, Comedy",United States
1967,"Comedy, Horror","United Kingdom, United States"
1967,"Comedy, Musical","Italy, France"
1968,"Adventure, Comedy, Crime",United Kingdom
1967,Western,Italy
1967,"Drama, War",United States
1967,Comedy,Italy
1967,"Comedy, Romance",United States
1967,"Action, Drama","United Kingdom, West Germany, Liechtenstein, Hong Kong"
1969,"Action, Sport",United States
1967,Drama,Japan
1967,"Adventure, Comedy, Romance",United Kingdom
1967,"Horror, Sci-Fi",United Kingdom
1967,"Drama, War","Italy, France, West Germany"
1967,"Action, Adventure, Family",Japan
1967,Thriller,United States
1967,"Drama, Family",United States
1967,Drama,Italy
1967,"Action, Western","Italy, West Germany"
1967,Western,Italy
1967,"Action, Drama",United States
1967,"Adventure, Family, Fantasy",United States
1967,"Comedy, Drama",United States
1967,"Comedy, Musical, Western",United States
1967,"Comedy, Drama, Romance",United States
1966,"Adventure, Comedy","Italy, France, Spain"
1966,"Action, Comedy",France
1967,"Drama, Romance","France, Italy, West Germany"
1967,"Horror, Mystery, Thriller",United States
1967,"Comedy, Drama",United States
1967,"Comedy, Romance",United States
1967,Western,United States
1967,Mystery,United States
1967,Musical,United Kingdom
1967,"Musical, Mystery, Thriller",India
1968,"Drama, Western",United States
1967,Comedy,United States
1967,"Comedy, Family, Musical",United States
1968,"Drama, Fantasy, Horror",Mexico
1968,"Drama, Romance",Japan
1967,"Comedy, Family","East Germany, West Germany"
1968,"Comedy, Musical",East Germany
1967,"Action, Sport",United States
1967,"Crime, Drama, Thriller",United States
1968,Thriller,United States
1967,Drama,United Kingdom
1967,"Comedy, Sci-Fi",West Germany
1967,"Comedy, Family, Horror",United States
1967,Western,United States
1966,"War, Western","Italy, France, Spain"
1967,"Comedy, Crime, Mystery","United States, Italy"
1967,"Comedy, Drama","Czech Republic, Italy"
1967,Thriller,United States
1967,Western,United States
1967,"Action, Drama, Thriller",United States
1967,Drama,United States
1967,Drama,United States
1967,Western,United States
1967,"Comedy, War",United Kingdom
1967,"Comedy, Musical",United States
1967,"Family, Comedy, Drama",Sweden
1968,"Horror, Crime",West Germany
1967,Drama,United States
1967,"Adventure, Crime, Drama","France, Italy, West Germany"
1967,"Comedy, Drama","United Kingdom, United States"
1968,"Biography, Drama, War",East Germany
1968,"Crime, Mystery, Thriller",West Germany
1968,Horror,West Germany
1967,Comedy,"Italy, France"
1967,"Biography, Crime, Drama",United States
1967,"Action, Adventure, Comedy",United States
1967,"Crime, Drama, Mystery",United States
1967,"Crime, Drama, Thriller",United States
1967,Adventure,"France, Italy, West Germany"
1967,"Adventure, Action, Mystery",United States
1967,"Horror, Sci-Fi",United Kingdom
1967,Comedy,United States
1967,Comedy,Italy
1967,"Biography, Drama, History","France, Italy"
1967,"Crime, Drama","West Germany, United States"
1967,"Adventure, Western",South Africa
1968,"Drama, Romance",Sweden
1967,Drama,Sweden
1967,"Adventure, Comedy, Drama",France
1967,"Crime, Drama, Musical",India
1966,"Western, Action, Drama",Italy
1967,Drama,Japan
1967,Sci-Fi,United States
1967,"Drama, Romance, Sport",Poland
1967,"Animation, Adventure, Family",United States
1967,"Drama, War",Yugoslavia
1967,"Drama, Music",Yugoslavia
1967,"Action, Adventure, Family",Japan
1967,"Comedy, Crime, Thriller",United States
1968,"Action, Romance, Western","Italy, Spain"
1967,"Action, Romance, Western",Italy
1967,Adventure,United States
1967,"Adventure, Sci-Fi","Japan, United States"
1966,"Adventure, Comedy","Italy, Spain"
1967,"Drama, War",Russia
1967,"Action, Comedy, Crime","West Germany, Italy, France, Lebanon, Hungary"
1967,"Drama, Sci-Fi",Czech Republic
1967,"Adventure, Comedy, Drama",Hungary
1967,"Action, Crime, Drama",Japan
1967,"Comedy, Drama, Romance",Russia
1967,"Comedy, Drama",Czech Republic
1967,Drama,"Chile, Argentina"
1967,Comedy,Spain
1967,Western,United States
1967,Adventure,United Kingdom
1965,"Drama, Thriller, Crime",Italy
1967,"Comedy, Drama, Romance",Yugoslavia
1967,"Action, Adventure, Drama",United Kingdom
1967,"Drama, War",United States
1967,Drama,United States
1967,"Comedy, Romance",United States
1967,"Animation, Comedy, Family",United States
1966,"Action, Adventure, Romance","Italy, France, Yugoslavia, Spain"
1965,Comedy,"Italy, France"
1967,Comedy,United Kingdom
1967,"Comedy, Musical, Romance",Poland
1968,Thriller,"Italy, Spain"
1968,Drama,France
1968,"Crime, Drama, Mystery","France, Italy"
1967,"Crime, Drama, Thriller",United Kingdom
1967,"Comedy, Family","Denmark, Greece"
1967,"Romance, Comedy, Drama",United Kingdom
1967,"Drama, Romance",Japan
1967,Comedy,Denmark
1967,"Drama, Musical, Romance",India
1967,"Action, Adventure",United Kingdom
1967,"Comedy, Drama",Spain
1967,"Comedy, Family",Denmark
1967,Drama,United States
1968,Western,Italy
1967,Adventure,"West Germany, Austria, Italy, Spain"
1967,"Comedy, Family",United States
1967,"Drama, Crime",West Germany
1968,Thriller,"Italy, France"
1967,Western,Italy
1967,Drama,France
1967,Horror,United Kingdom
1967,"Crime, Drama",Japan
1968,Drama,Finland
1965,Drama,United States
1967,"Crime, Drama, Mystery",West Germany
1967,"Crime, Thriller",West Germany
1967,"Drama, History","Russia, United Kingdomraine"
1967,"Drama, Thriller",United Kingdom
1968,Horror,"West Germany, Spain, Portugal"
1967,"Adventure, Sci-Fi","Italy, Spain"
1967,"Horror, Sci-Fi",United States
1967,"Horror, Mystery, Sci-Fi",United Kingdom
1967,"Drama, History, War",Japan
1967,Drama,Japan
1967,"Animation, Action, History",Japan
1967,"Action, Drama, Romance",Italy
1967,Drama,Czech Republic
1967,"Crime, Thriller",Yugoslavia
1967,Comedy,United States
1967,Family,Denmark
1966,"Comedy, Drama",Turkey
1967,Western,Italy
1967,Comedy,United States
1967,"Drama, Horror, Thriller",Japan
1967,"Action, Comedy, Thriller",Italy
1966,"Comedy, Crime","Italy, France, West Germany"
1967,"Horror, Western","Italy, Spain"
1967,Comedy,France
1967,"Drama, Thriller",United Kingdom
1968,"Crime, Drama","France, Italy"
1968,"Sci-Fi, Thriller",United States
1968,"Action, Drama, Thriller","Italy, France"
1967,"Drama, Fantasy, Horror",Mexico
1967,"Comedy, Drama, Thriller",United Kingdom
1967,"Drama, Thriller",Spain
1967,Western,Italy
1967,Comedy,United States
1968,Comedy,"France, Italy"
1967,"Comedy, Drama","Argentina, Spain"
1967,Western,Italy
1967,Horror,Argentina
1967,Comedy,United Kingdom
1967,Comedy,"France, Italy"
1967,"Comedy, Drama","France, Italy, West Germany"
1967,"Crime, Drama, Thriller",United States
1967,Drama,United Kingdom
1967,"Adventure, Fantasy",United Kingdom
1968,"Western, Action",Italy
1967,"Comedy, Sci-Fi, Thriller",United States
1967,"Comedy, Drama, Music",United Kingdom
1967,"Action, Adventure, Western","Italy, Spain"
1966,"Sci-Fi, Horror",United Kingdom
1968,Drama,"Hungary, United States"
1967,Comedy,Finland
1967,"Horror, Mystery, Sci-Fi","United Kingdom, Japan"
1967,"Comedy, Drama","Italy, France"
1967,"Comedy, Drama, Family",India
1968,"Adventure, Sci-Fi","Italy, Spain"
1981,Drama,Poland
1967,"Drama, Romance, Thriller",United States
1967,"Horror, Sci-Fi",United States
1967,"Romance, Western",United States
1967,"Action, Romance, Western",United States
1967,Drama,United States
1967,Drama,France
1967,"Musical, Western",Italy
1967,"Crime, Drama, Mystery",United Kingdom
1967,Drama,Argentina
1967,"Romance, Western",United States
1967,"Drama, Romance",United Kingdom
1967,Comedy,Poland
1967,"Crime, Drama, Mystery","France, Italy"
1967,Horror,Argentina
1967,"Action, Comedy",Japan
1967,"Horror, Mystery",West Germany
1966,Comedy,Italy
1968,"Drama, War",Russia
1967,"Comedy, Western","Italy, Spain"
1967,Horror,United States
1966,Western,United States
1967,Horror,United Kingdom
1966,Comedy,"Italy, France"
1967,Family,Sweden
1967,Drama,Yugoslavia
1966,Comedy,Denmark
1967,"Comedy, Musical",United Kingdom
1967,Drama,"France, Mauritania"
1967,"Fantasy, Horror",United States
1967,Comedy,Spain
1967,"Horror, Sci-Fi",United Kingdom
1967,Drama,Italy
1967,"Comedy, Horror",United States
1967,"Crime, Drama, History",United States
1967,Drama,Sweden
1967,Drama,"Italy, France, Algeria"
1968,Drama,United States
1966,"Adventure, Sci-Fi","Italy, Spain"
1963,Drama,Turkey
1967,"Comedy, Musical, War",Russia
1967,"Comedy, Romance",United States
1968,Comedy,Hungary
1967,"Action, Adventure","Switzerland, United States"
1967,Horror,United States
1966,"Thriller, Crime, Drama","Italy, France"
1967,Western,Italy
1967,Drama,Brazil
1967,Sci-Fi,United Kingdom
1968,"Drama, War","Italy, France"
1967,"Horror, Mystery, Thriller",United Kingdom
1967,"Adventure, Sci-Fi",United Kingdom
1967,"Comedy, Musical, Romance",United States
1967,"Adventure, Comedy, Fantasy",United Kingdom
1967,"Action, Drama, Romance",United States
1967,"Animation, Comedy",France
1967,Comedy,United States
1967,"Comedy, Drama",Italy
1967,Western,United States
1967,Drama,United Kingdom
1967,"Drama, War",United States
1967,"Crime, Drama, Mystery",United States
1967,"Fantasy, Horror",United Kingdom
1967,"Horror, Thriller",United States
1968,"Western, Comedy","Italy, Spain"
1968,Romance,Russia
1967,Drama,United States
1967,"Comedy, Drama, Romance",United Kingdom
1967,"Horror, Sci-Fi",Japan
1967,"Family, Adventure, Fantasy","Italy, Czech Republic"
1967,Western,Italy
1967,Drama,"United Kingdom, United States"
1967,"Action, Drama, History","France, Italy"
1967,"Action, Drama, Romance","Italy, West Germany"
1967,Drama,United States
1968,Drama,United Kingdom
1968,"Drama, War",Russia
1967,"Action, Adventure, Western",Italy
1966,"Action, Thriller",United States
1969,"Horror, Sci-Fi",Argentina
1967,Drama,United States
1967,Adventure,United Kingdom
1967,"Drama, War","France, Italy, Yugoslavia"
1968,Horror,France
1967,Drama,"France, Italy"
1967,"Drama, Fantasy, Horror",Russia
1967,"Drama, History, War",Russia
1967,Drama,Russia
1967,"Crime, Drama","France, Italy"
1968,Drama,"United Kingdom, Yugoslavia"
1966,"Horror, Mystery, Sci-Fi","United Kingdom, Canada, United States"
1967,"Animation, Family, Musical",United States
1967,Thriller,United States
1967,Western,United States
1967,"Crime, Mystery, Thriller",United States
1967,"Comedy, Western",United States
1967,"Adventure, Drama, Western",United States
1967,"Adventure, Comedy, Drama","France, Italy"
1967,"Drama, Western",United States
1967,Comedy,West Germany
1967,"Drama, War",Poland
1967,Comedy,United States
1967,"Crime, Drama",United States
1967,"Comedy, Drama","Italy, France, United States"
1967,"Comedy, Sci-Fi",Russia
1967,"Action, Adventure, Thriller",United Kingdom
1967,"Drama, War",United States
1967,"Action, Adventure, Drama",Japan
1967,Drama,Egypt
1967,"Comedy, Romance, War",Russia
1967,Drama,Russia
1968,Comedy,West Germany
1968,Drama,Poland
1967,Comedy,Spain
1967,"Drama, Romance","United Kingdom, France"
1968,"Comedy, Western",Italy
1968,"Comedy, Drama, Romance","Sweden, West Germany"
1968,"Adventure, Sci-Fi","United Kingdom, United States"
1968,"Comedy, Romance",United Kingdom
1968,"Mystery, Romance, Western",United States
1967,"Thriller, Drama","France, Spain"
1967,"Crime, Drama","Italy, Spain, West Germany"
1968,Western,"Spain, Italy"
1968,"Action, Adventure, Crime","France, Italy"
1968,"Drama, Romance",India
1968,Western,"Italy, West Germany"
1969,"Comedy, Drama",United Kingdom
1968,Western,Italy
1968,"Drama, Romance","Italy, France"
1967,"Action, Comedy, Sci-Fi",United States
1968,Western,"Italy, Spain"
1969,"Drama, Romance",France
1968,Western,"Italy, Spain"
1968,Action,United States
1968,"Comedy, Drama, Thriller",United Kingdom
1968,"Drama, History, War","Italy, United States"
1968,"Romance, Western",United States
1967,Comedy,Italy
1968,Drama,West Germany
1968,"Drama, Romance",Finland
1968,"Mystery, Thriller",Italy
1968,"Action, Crime, Drama",United Kingdom
1968,"Crime, Drama",United States
1968,"Animation, Adventure, Comedy","France, Belgium"
1968,"Action, Drama, War","United Kingdom, United States"
1970,"Drama, Horror",Brazil
1969,Drama,United Kingdom
1968,"Comedy, Drama, Romance",France
1967,Comedy,Romania
1968,Sci-Fi,United States
1967,Western,"Italy, Spain"
1968,"Crime, Drama",Italy
1968,"Action, Crime, Drama",United States
1968,"Adventure, Comedy, Fantasy","France, Italy"
1968,"Crime, Drama","Italy, France, West Germany"
1968,"Action, Adventure, Drama","France, Italy, Mexico, United States"
1969,"Action, Drama, History","Italy, France"
1969,Drama,"Italy, France"
1968,"Comedy, Romance",France
1968,Drama,"France, Italy"
1971,"Crime, Drama",United States
1968,"Comedy, Crime",United States
1968,"Drama, Mystery, Thriller",United Kingdom
1968,Western,"Italy, Israel"
1968,"Comedy, Family, Fantasy",United States
1968,Comedy,United Kingdom
1968,"Adventure, Crime","United Kingdom, West Germany, Spain"
1968,"Romance, Western","United Kingdom, United States"
1969,"Drama, Romance",United States
1968,Drama,United Kingdom
1968,"Drama, Thriller",United Kingdom
1968,"Crime, Drama, Mystery",United States
1969,Drama,Russia
1968,"Horror, Sci-Fi","Philippines, United States"
1969,"Adventure, Comedy, Crime",Russia
1968,"Crime, Drama",United States
1968,Western,United States
1968,"Action, Crime, Thriller",United States
1968,"Comedy, Romance",United States
1968,"Comedy, Drama",United States
1968,Drama,West Germany
1968,"Adventure, Comedy, Fantasy","Italy, France, United States"
1968,Comedy,Italy
1968,"Adventure, Comedy",United Kingdom
1968,Drama,Italy
1967,Adventure,United Kingdom
1968,"Drama, Romance","France, Italy"
1968,"Drama, History, War",United Kingdom
1968,"Comedy, Drama",United Kingdom
1967,"Adventure, Family",United States
1968,"Drama, Romance, Sci-Fi",United States
1968,"Adventure, Family, Fantasy","United Kingdom, United States"
1968,"Biography, Drama, History","West Germany, Italy"
1968,Drama,United States
1969,"Action, Adventure, War",Italy
1969,"Action, Adventure","West Germany, Spain, United States"
1968,"Drama, History","Romania, West Germany"
1968,"Action, Drama, War","Italy, West Germany"
1968,"Drama, Fantasy, Music",United Kingdom
1968,"Action, Comedy, Crime",United States
1968,"Adventure, Comedy, Western","Italy, France"
1967,"Sci-Fi, Thriller",United States
1968,"Drama, Music, War",United States
1968,"Comedy, Sport","France, Italy"
1968,Horror,United Kingdom
1969,"Crime, Thriller",Spain
1967,"Biography, Drama, History","United Kingdom, France, Spain, United States"
1970,Drama,"Denmark, United States"
1968,"Action, Crime",Japan
1966,"Drama, Fantasy, Horror",Japan
1966,Fantasy,Japan
1966,"Drama, Fantasy",Japan
1968,"Drama, War","Italy, France, West Germany"
1968,"Action, Drama, Thriller",United Kingdom
1967,"Action, Drama, Thriller",United Kingdom
1968,"Action, Comedy, Crime","Italy, France"
1968,"Action, Adventure, Drama","United Kingdom, United States"
1967,"Comedy, Drama",United States
1968,Western,"United States, Mexico"
1968,"Crime, Drama",United Kingdom
1969,"Drama, Horror","Liechtenstein, West Germany, Italy, United States"
1968,Comedy,United Kingdom
1967,"Comedy, Drama, Musical",France
1969,Drama,Spain
1968,"Sci-Fi, Thriller",United States
1968,"Crime, Drama, Thriller",United States
1969,"Crime, Drama",West Germany
1968,Horror,United Kingdom
1968,"Action, Drama, War",United States
1969,"Crime, Drama",Italy
1967,"Drama, Romance",India
1967,"Drama, Horror, Mystery",United Kingdom
1968,"Drama, Romance",Russia
1968,"Drama, Fantasy, Horror",United Kingdom
1968,"Action, Drama, Mystery","Italy, Spain"
1968,"Comedy, Crime","United Kingdom, United States"
1968,"Action, Thriller","West Germany, Italy"
